name,visibility,styleUrl,MultiGeometry/Polygon/Extrude,MultiGeometry/Polygon/altitudeMode,MultiGeometry/Polygon/outerBoundaryIs/LinearRing/coordinates
Mexico,0,#estado,1,relativeToGround,"-99.91018572528395,20.288354964180307, -99.89760032815344,20.28351003454372, -99.87289665784016,20.275277519943785, -99.87095629682646,20.279633981811642, -99.85691562893567,20.272850656391967, -99.84238088763863,20.287385990367913, -99.83463740988951,20.280603004078937, -99.79491390802575,20.246211648998397, -99.8026663689277,20.237977155853365, -99.79395271067173,20.223454054070608, -99.78814061078349,20.221995768679538, -99.71112804147592,20.18082939519374, -99.69708737358513,20.175019870700485, -99.66366106186304,20.172110811215166, -99.65640267436736,20.144501558367296, -99.63266918456091,20.144501558367296, -99.62879744568636,20.149831519599125, -99.59682640472455,20.163391739815737, -99.58955903407602,20.18131843091811, -99.57164662731068,20.170660477230417, -99.55081469587195,20.181799033497317, -99.55032960561851,20.17259987428554, -99.51691227704927,20.171141112661367, -99.50528807727277,20.13433870742547, -99.49657441901681,20.116415057052947, -99.48349494848003,20.104790999049456, -99.46896020718297,20.0786379313551, -99.45540462954561,20.06992208459943, -99.45540462954561,20.05442136186051, -99.46073163918044,20.048607141223396, -99.44959252965735,20.041341172432954, -99.43651305912057,20.005504314471985, -99.45297917827848,19.97595766710647, -99.45733600740647,19.973534596184805, -99.47865302909862,19.941575282342317, -99.48252476797317,19.908156739580736, -99.4626719415,19.896044258053518, -99.4273143106112,19.89797860077274, -99.40552118181846,19.880061797477264, -99.39389698204194,19.876674187258274, -99.39341189178852,19.862624547186247, -99.37984733099832,19.846638716727234, -99.3657976799547,19.850035417978265, -99.36047067031986,19.84276875458631, -99.37887715049148,19.8219386268804, -99.38275787251887,19.80304972117712, -99.39244171128168,19.79433555950348, -99.39873890142336,19.777387642699495, -99.39244171128168,19.774961534013173, -99.39001626001455,19.76381955718344, -99.38178769201201,19.75897534414132, -99.37549050187035,19.768181759232906, -99.34643000242907,19.767699893940048, -99.32269651262264,19.801114221152062, -99.32269651262264,19.819521648248532, -99.31639932248096,19.82629923661725, -99.30623039346473,19.824364019542706, -99.28540744517883,19.85439525632661, -99.26603078450037,19.879580271263087, -99.24472274596106,19.885392279374624, -99.23648519480568,19.87909029571856, -99.2272864462963,19.87909029571856, -99.21904889514092,19.88975114552183, -99.21807871463406,19.904761283882753, -99.21323679525267,19.912514978899377, -99.22631626578945,19.92607036250324, -99.22147434640804,19.930428108079365, -99.22873273390373,19.9488374120025, -99.22001907564777,19.95949356022034, -99.21372188550609,19.95900383225892, -99.21275170499925,19.971601178386155, -99.20452313699671,19.97257211168552, -99.19386911772706,19.98903485275283, -99.16916544741376,20.006475038810052, -99.16141298651182,20.016156631203256, -99.1430065063402,20.03020105541386, -99.12557020667543,20.035534906968905, -99.11201462903809,20.03262325411445, -99.08925131973848,20.037957023447827, -99.07859730046884,20.03020105541386, -99.07762711996199,20.022453144798526, -99.06454764942521,20.01809794243766, -99.06841938829976,19.988553658572147, -99.05195326914185,19.997755187273317, -99.05002189128099,20.012282377594733, -99.04517997189959,20.0185790462992, -99.03016014034911,20.0185790462992, -99.02096139183972,20.012282377594733, -99.02580331122114,20.003081698049336, -99.03307068186965,20.004052437330436, -99.03403187922366,19.97450551757672, -99.02821977933542,19.968207086305576, -99.00449527268181,19.969178040505636, -99.00642665054268,19.981774573815862, -99.02144648209315,19.99048686838727, -99.01466420169805,19.995332451587995, -99.01272384068436,20.01470485235927, -99.00498036293524,20.03069056199403, -98.99868317279356,20.055391784100383, -98.97979160236854,20.05974595263308, -98.95992985143666,20.044252663708246, -98.96138512219692,20.034564362012382, -98.9517012834341,20.035045415479292, -98.94588918354586,20.027778819381258, -98.94782954455955,20.014223736646688, -98.94153235441787,20.005504314471985, -98.9609000319435,19.985159931557515, -98.9609000319435,19.96094584799491, -98.97106896095973,19.92510758855392, -98.96526584422432,19.911062245801457, -98.96429566371746,19.899431453996012, -98.99722790203329,19.87909029571856, -98.99964437014758,19.88151481507784, -99.02337785995401,19.870371856885225, -98.99287107290532,19.829206243304053, -98.9657419513249,19.797243150480902, -98.95024601267384,19.79578936163089, -98.93087833514822,19.8355017586016, -98.91488832309089,19.84906373225718, -98.91344203548347,19.858754974883006, -98.90423430382123,19.866502473619754, -98.91247185497662,19.870371856885225, -98.89115483328445,19.89797860077274, -98.88292626528192,19.903789933650202, -98.86984679474514,19.898468517884712, -98.86597505587059,19.902827024056524, -98.84030120505045,19.896044258053518, -98.84708348544555,19.874249593837387, -98.83788473693616,19.87570266473136, -98.81996334701799,19.866502473619754, -98.81221088611603,19.869890301230775, -98.79525967670469,19.866984039563917, -98.78654601844873,19.88151481507784, -98.77782337703994,19.885873787924016, -98.7540898872335,19.876674187258274, -98.73181166818735,19.874249593837387, -98.71728591004312,19.866984039563917, -98.71244399066171,19.858264934975196, -98.69693906885782,19.862142968003592, -98.68338349122045,19.853423597300356, -98.68774032034844,19.84858211191217, -98.67417575955822,19.838890248107884, -98.66352174028857,19.839380347837373, -98.66352174028857,19.833084986259685, -98.6480258016375,19.818549775852386, -98.64027334073555,19.797243150480902, -98.62139075346336,19.8040216882923, -98.62574758259134,19.780287089992935, -98.62235195081738,19.774961534013173, -98.6296193214659,19.743477946912005, -98.6150935633217,19.739605476292336, -98.63301495323987,19.72604263361324, -98.63397615059388,19.711514571336753, -98.62477740208449,19.698439878210213, -98.6296193214659,19.681490238605043, -98.6383419628747,19.67422434979006, -98.61945039244966,19.66453880530772, -98.64366897250953,19.652906919723073, -98.66643228180911,19.66066442366574, -98.66981893043024,19.623370831709952, -98.67998785944647,19.616102310824765, -98.68289840096702,19.592373676475695, -98.69452260074354,19.57638618682885, -98.70275116874606,19.57396549687443, -98.70953344914116,19.559923085179406, -98.69790924936467,19.542967296196924, -98.70372134925292,19.525535599493182, -98.69065086186897,19.517297431182474, -98.69790924936467,19.51051523239389, -98.72067255866425,19.518753746372713, -98.71922627105681,19.507610907966363, -98.69693906885782,19.482426620438304, -98.67611612057192,19.4761341709632, -98.6591649111606,19.460634901970383, -98.63349106034045,19.433994719511126, -98.64269879200269,19.428183275318258, -98.64027334073555,19.4204315356371, -98.61896530219624,19.397665546868662, -98.61557865357511,19.385556843830102, -98.63301495323987,19.390886817799366, -98.64366897250953,19.390403822578822, -98.65238263076549,19.374904846934314, -98.63978825048213,19.36812517038236, -98.64560035037039,19.36473522634458, -98.63397615059388,19.34100364483038, -98.63882705312813,19.335188880957055, -98.62720285335162,19.321142744484757, -98.63252986298644,19.314360834172124, -98.62623267284478,19.294505174550647, -98.62768794360504,19.262054384501763, -98.63301495323987,19.261087630566372, -98.6412435212424,19.181175069454362, -98.65383790152576,19.124506191987795, -98.64948107239778,19.12111969965448, -98.65092736000521,19.10028997315515, -98.63688669211442,19.078982201620402, -98.62671776309818,19.0697791131692, -98.62913423121248,19.026668919860285, -98.66449192079541,19.00778080319073, -98.69693906885782,18.96806969904404, -98.71050362964802,18.946277660431775, -98.72599956829907,18.948699138630772, -98.75748551900747,18.944824756649183, -98.77782337703994,18.946277660431775, -98.79235811833699,18.939013015063193, -98.80010159608611,18.944340452577972, -98.8185080762577,18.94773055156716, -98.81899316651113,18.95499481750707, -98.83545928566905,18.952089149081804, -98.85967786572891,18.969522400372405, -98.85676732420836,18.978238342445533, -98.86743032663087,18.992288228571798, -98.87033188499856,19.01892369276003, -98.8853427333962,19.040714715325905, -98.90277903306097,19.04314331159964, -98.91391814258404,19.062027406947223, -98.91440323283747,19.068811230991933, -98.93572025452963,19.074618439269614, -98.95605811256209,19.06541510847199, -98.96622704157834,19.068811230991933, -98.97203914146658,19.084305156869547, -98.96332548321062,19.08478905340924, -98.95073110292726,19.137584699839678, -98.95218637368754,19.151145874133956, -98.95992985143666,19.16422227128066, -98.95218637368754,19.176330378711313, -98.9657419513249,19.18698681341507, -98.9676823123386,19.20635498376836, -98.9628403929572,19.217984970516586, -98.9463742737993,19.221369472927826, -98.93765163239048,19.218468475128216, -98.93280971300908,19.238324865225884, -98.92167060348599,19.24946069604068, -98.94734445430613,19.258670720790896, -98.97349441222684,19.264479724548547, -98.96622704157834,19.309520073605, -98.95702829306893,19.326958008440734, -98.96332548321062,19.332281421365106, -98.9744645927337,19.34100364483038, -98.9744645927337,19.34196992662992, -98.97494968298713,19.342453065384632, -98.9764049537474,19.344877213686676, -98.9773661511014,19.34632659984192, -98.97882142186168,19.347784448953547, -98.98027669262194,19.349233809286897, -98.98221705363565,19.35117474535736, -98.98414843149651,19.353107182784264, -98.99384125341216,19.361828293190126, -98.99093071189161,19.371031991245232, -99.01805085031918,19.38653133541229, -99.05728027877667,19.40445246643956, -99.05534890091583,19.42576036691051, -99.04614116925359,19.444651317295577, -99.06697310069232,19.493080035359103, -99.06309237866493,19.502284766430073, -99.09651869038701,19.51633219179141, -99.11346989979836,19.514393228579962, -99.128480748196,19.530378396547892, -99.12751056768914,19.54442337996152, -99.11055935827781,19.567185678675425, -99.11879690943319,19.595758859721776, -99.12945092870284,19.592856069438007, -99.12993601895626,19.592856069438007, -99.13138230656371,19.591882818995096, -99.13235248707055,19.591882818995096, -99.13429284808424,19.588497554237073, -99.1352630285911,19.587524277445112, -99.14107512847936,19.57880684041397, -99.14156021873278,19.578324405363773, -99.16092789625839,19.55314267644935, -99.15899651839753,19.55314267644935, -99.15511579637014,19.550713172256017, -99.15221423800243,19.549265610553196, -99.15124405749559,19.54684451341896, -99.15318441850928,19.543940842029663, -99.15463070611672,19.542002210184624, -99.15657106713041,19.540063555056918, -99.15560088662356,19.53522104841256, -99.15657106713041,19.534247449997146, -99.15657106713041,19.53376488165036, -99.15754124763725,19.532308701758144, -99.15754124763725,19.532308701758144, -99.15705615738383,19.531343552036674, -99.16189807676523,19.521175264674664, -99.15608597687698,19.5061629599786, -99.17255209603489,19.511971608679954, -99.17691790831572,19.51003259317278, -99.20403804674329,19.518753746372713, -99.21033523688496,19.513427971848326, -99.2205041659012,19.478556327153267, -99.21129643423897,19.470315766699255, -99.21469206601294,19.459660854702193, -99.22777153654972,19.44803959607318, -99.2205041659012,19.434477585254662, -99.23794046556596,19.415102529626957, -99.26700096500723,19.398156993748778, -99.27329815514891,19.38992082592521, -99.29024936456024,19.380718194914778, -99.29847793256278,19.371031991245232, -99.30477512270444,19.374421804312792, -99.31639932248096,19.361345211812782, -99.32850861251089,19.356014271403417, -99.32996388327116,19.336155197173074, -99.3381924512737,19.321142744484757, -99.358539292459,19.307095400610322, -99.36967840198209,19.276105594063356, -99.3536973730776,19.27077187302429, -99.3449747316688,19.262054384501763, -99.34207317330109,19.247043614942754, -99.36095576057328,19.24801045165451, -99.36725295071496,19.2446180170678, -99.36773804096838,19.23444877430014, -99.36144085082671,19.215558943449963, -99.3381924512737,19.21023173741912, -99.30187356433674,19.208297613542012, -99.30235865459017,19.19424908395043, -99.28104163289801,19.137100957774326, -99.28830900354653,19.119176042384357, -99.31930986400151,19.061059479512636, -99.31882477374808,19.033454189441834, -99.3105872225927,19.030549890206235, -99.32027106135551,19.01408274253789, -99.30913195183243,19.000518838439874, -99.308646861579,18.956447632741902, -99.31639932248096,18.9433718402202, -99.32463687363632,18.938528694132508, -99.34110299279423,18.93610706840837, -99.33916263178054,18.926904570439316, -99.35805420220558,18.911404480915717, -99.36628277020812,18.898325162813077, -99.37452032136349,18.90365389732147, -99.40648237917246,18.90026290408572, -99.41084819145328,18.881861956108413, -99.42828449111805,18.88379138827046, -99.43070095923233,18.86684222455776, -99.43070095923233,18.844076308834005, -99.4340965910063,18.82858555994154, -99.44426552002253,18.82228512668325, -99.44813725889709,18.7941981376075, -99.46411828780157,18.76900684882566, -99.46605864881526,18.757872834505996, -99.49366387749626,18.72493430713105, -99.5062582577796,18.714767323225626, -99.52369455744437,18.710887543131772, -99.5338634864606,18.698779674878857, -99.55565661525334,18.703136224787475, -99.56922117604356,18.710887543131772, -99.5813304660735,18.723964428770813, -99.57939010505979,18.738979903916174, -99.5881127464686,18.741889263727312, -99.62394654315212,18.742859039192716, -99.63508565267519,18.74915393748847, -99.64235302332372,18.741404373906093, -99.65978932298849,18.772885293848418, -99.67335388377869,18.7816029640376, -99.69514701257143,18.787896416308314, -99.70289947347338,18.779179071736404, -99.70095911245967,18.763197519763903, -99.67238370327183,18.71960841523805, -99.6781958031601,18.714767323225626, -99.69127527369687,18.724449368646543, -99.7038606708274,18.738495005741633, -99.73776308965006,18.741889263727312, -99.74115872142403,18.729290183420538, -99.75568447956825,18.71669867180423, -99.75375310170737,18.704591219405877, -99.76973413061188,18.69006623872769, -99.77021922086529,18.683284084126235, -99.78329869140208,18.665361551269577, -99.77941796937469,18.6566463968894, -99.78620024976979,18.636788812302783, -99.79636917878602,18.63097494376362, -99.8113890103365,18.630489736371345, -99.83463740988951,18.646960475587605, -99.84770789727345,18.622743255342797, -99.84770789727345,18.60869653801896, -99.8879075062378,18.621772792180344, -99.9063139864094,18.604822845294347, -99.9455434148669,18.592230606553485, -99.94796886613403,18.584482383732574, -99.96879181441992,18.56219789411452, -99.97557409481502,18.56365409603551, -99.97411882405474,18.571888641420085, -99.98622811408467,18.574306984597005, -99.99252530422635,18.581570323181708, -99.99107003346609,18.589804003240797, -100.00608986501656,18.602881708967413, -100.03369509369756,18.60772599471354, -100.06614224175995,18.604822845294347, -100.05984505161827,18.590774648714095, -100.07486488316874,18.58060814019189, -100.08503381218497,18.565587163594955, -100.07631117077618,18.555904574489066, -100.08648908294526,18.545250537033326, -100.08503381218497,18.535081315420374, -100.09568783145464,18.534110353060473, -100.1150644921331,18.51764573941624, -100.1199064115145,18.50795191471452, -100.13297689889845,18.508437470843255, -100.14411600842152,18.500693964213472, -100.14363990132095,18.493427186796378, -100.16591812036711,18.48471175880429, -100.1707600397485,18.474053287010612, -100.18141405901817,18.470176540238427, -100.18383951028528,18.460974241076993, -100.19352334904809,18.460002858481673, -100.2162866583477,18.448379924604307, -100.22888103863104,18.43482168165469, -100.22742576787077,18.423197044197604, -100.23469313851929,18.418356054343633, -100.24970398691693,18.421748170674128, -100.25648626731203,18.416898616987734, -100.25890273542632,18.392682895967834, -100.26762537683511,18.38106393755796, -100.29087377638812,18.382513153401526, -100.30636971503918,18.37137092788109, -100.32767775357851,18.400431274328692, -100.38676893296788,18.422711246787934, -100.39790804249098,18.44790271989004, -100.36643107493542,18.477929946149676, -100.36303544316145,18.498266059984964, -100.37368946243112,18.50747487577294, -100.40663068389978,18.520064850804857, -100.42648345167882,18.512798895712113, -100.44294957083672,18.55493373050296, -100.44537502210385,18.566557946970324, -100.43810765145531,18.573336245329696, -100.43859274170875,18.58835653919169, -100.4284238126925,18.597075195368674, -100.43713747094847,18.62080232347908, -100.45699922188035,18.62613132014908, -100.46813833140342,18.62128755852204, -100.48266408954765,18.640661776832495, -100.47201007027799,18.65034805748331, -100.48266408954765,18.667301973916896, -100.47636689940597,18.687641032699492, -100.46571288013631,18.688126076683037, -100.43665238069505,18.753994044238535, -100.43035519055337,18.778209505052878, -100.43665238069505,18.78692689979352, -100.45311849985296,18.78498785002199, -100.45941568999463,18.79515910811972, -100.48266408954765,18.803399417643732, -100.48896127968932,18.81647763558528, -100.53739843980904,18.848437606553777, -100.55337946871354,18.855706184242983, -100.56113192961548,18.850860500765386, -100.58679679728277,18.863450486008514, -100.59793590680586,18.879924001875473, -100.60568836770781,18.87943950981451, -100.61101537734264,18.891542891691746, -100.61150046759607,18.896387399104878, -100.58146978764795,18.91963908242718, -100.56354839772978,18.927873278308105, -100.55725120758808,18.938528694132508, -100.54369562995073,18.93659139636253, -100.54029999817676,18.944824756649183, -100.54611209806501,18.95112058169483, -100.54369562995073,18.967585462454643, -100.5296459789071,18.969522400372405, -100.5344878982885,18.987438008867603, -100.5199621401443,19.001002979285033, -100.51269476949577,19.0121463229809, -100.48799109918247,19.026184853742528, -100.4739504312917,19.03732650942041, -100.46813833140342,19.032002046171925, -100.45893059974121,19.035874400009934, -100.44779149021814,19.05427533832427, -100.42939399319935,19.063963244865786, -100.42018626153714,19.063963244865786, -100.40663068389978,19.078982201620402, -100.40904715201405,19.08721700417399, -100.40226487161895,19.10125767136688, -100.40274996187237,19.112886584279643, -100.39790804249098,19.112886584279643, -100.38676893296788,19.14000338890682, -100.38919438423501,19.145332866408268, -100.37611491369823,19.154531750668596, -100.365945984682,19.15162957503637, -100.35770843352662,19.15986075892043, -100.35335160439864,19.17342858678656, -100.37998665257278,19.18795400345027, -100.37805527471194,19.202970172271566, -100.36739227228944,19.206847005706223, -100.36352053341487,19.217017957026446, -100.35286651414522,19.229122180629133, -100.34172740462215,19.225245872506747, -100.31896409532254,19.240258635674184, -100.31363708568772,19.28966382640361, -100.32574637571764,19.3230840145037, -100.31218181492746,19.3298655627979, -100.31847900506912,19.360379044764336, -100.3039532469249,19.37151504391574, -100.29426042500926,19.38653133541229, -100.28263622523275,19.394759201356084, -100.2807048473719,19.41074769548421, -100.265199925568,19.41026475922147, -100.25309063553806,19.405901322705773, -100.22500031660364,19.413170827709692, -100.19303825879467,19.44513415134356, -100.20804910719231,19.459178063887528, -100.20466245857118,19.495501938080526, -100.20030562944319,19.496958449537704, -100.18141405901817,19.484365966754524, -100.17317650786279,19.496958449537704, -100.19885035868293,19.531826127618345, -100.21870312646197,19.54587098510115, -100.2235540289962,19.563308950359005, -100.23662451638015,19.556528683978808, -100.24534715778896,19.582200772474685, -100.24389188702868,19.590435627021932, -100.2327527775056,19.597696845081447, -100.22839594837762,19.605448553117192, -100.23807978714042,19.61900468163444, -100.24970398691693,19.627728401974096, -100.24970398691693,19.64709489071609, -100.25648626731203,19.652906919723073, -100.25890273542632,19.669859582973817, -100.27295238646994,19.68245448778861, -100.27149711570968,19.701831282229772, -100.26278345745371,19.70376798694336, -100.24680242854922,19.72023325840793, -100.23710960663357,19.715387722829878, -100.2356543358733,19.703277470062485, -100.22742576787077,19.70231334629309, -100.22500031660364,19.71199660621894, -100.21483138758741,19.722169740272825, -100.19497861980837,19.70037662397205, -100.18141405901817,19.706186720605086, -100.17657213963676,19.71732426339378, -100.16300757884656,19.718778767517954, -100.16155230808629,19.729433452241942, -100.13637253067242,19.73766920576176, -100.14363990132095,19.750258771813776, -100.14460109867494,19.768181759232906, -100.14896691095576,19.769635800059966, -100.14121445005381,19.792399953507736, -100.14605636943523,19.82484571333171, -100.14315481106752,19.833084986259685, -100.14751164019549,19.842287115142767, -100.13588744041898,19.846638716727234, -100.12232287962878,19.863106124906633, -100.09858938982235,19.86843717705638, -100.09955957032919,19.88975114552183, -100.09036082181981,19.898468517884712, -100.08357854142471,19.912025105275966, -100.10585676047087,19.9275229577133, -100.1063418507243,19.939633028267924, -100.11942132126109,19.95997484311514, -100.12813497951703,19.963850383434046, -100.13104552103758,19.9856495782768, -100.12571851140275,19.99485127664888, -100.12329306013564,20.012282377594733, -100.13734271117926,20.014223736646688, -100.14411600842152,20.004533584146106, -100.15477901084402,20.016156631203256, -100.14460109867494,20.022453144798526, -100.1426697208141,20.02923891734734, -100.12862006977046,20.04279270526469, -100.12183778937536,20.04279270526469, -100.1034402923566,20.03020105541386, -100.09036082181981,20.027297743670324, -100.08793537055269,20.019060148688908, -100.08648908294526,20.019549689960613, -100.08600399269183,20.02294267550677, -100.07970680255015,20.03359381106082, -100.06468697099967,20.03649700648677, -100.0622705028854,20.04037066334744, -100.05742858350399,20.04376319938403, -100.04483420322063,20.03843806652674, -100.03175473268385,20.05684318703469, -100.02207089392104,20.064108438302604, -100.00511968450971,20.06701106948517, -100.00899142338426,20.08299989148762, -100.00705106237056,20.09026393086693, -99.99639704310091,20.09074481357374, -99.99495075549348,20.08105938262784, -99.97073217543361,20.07137335310982, -99.96394989503851,20.065078800633845, -99.93150274697612,20.065078800633845, -99.92617573734128,20.07088397336883, -99.92229501531388,20.085421275366148, -99.93537448585067,20.105761109481172, -99.93682975661095,20.11012231427208, -99.94167167599235,20.12319676451387, -99.9407014954855,20.135300200472788, -99.93004747621583,20.146441280502625, -99.93682975661095,20.155641982078542, -99.9358595761041,20.17405019023497, -99.95378096602228,20.19051707563994, -99.95522725362972,20.184218887127425, -99.9615244437714,20.202143183186468, -99.96346480478509,20.220056986583465, -99.9779905629293,20.242343092958738, -99.97944583368957,20.252507328333444, -99.98622811408467,20.259780332209655, -99.97411882405474,20.26558669207304, -99.95765270489683,20.259291543092644, -99.95038533424831,20.243312348069477, -99.94941515374146,20.22926177177389, -99.92617573734128,20.237016296083926, -99.93053256646927,20.242343092958738, -99.92956238596241,20.271401261438598, -99.9198785471996,20.28447903258548, -99.91018572528395,20.288354964180307,"
Distrito #19,,#distrito,1,relativeToGround,"-99.2164258145113,19.513334832736017, -99.20867335360934,19.52592506056822, -99.20721808284907,19.53754919473452, -99.21545563400444,19.53900532737012, -99.20334634397452,19.563224304596027, -99.18154423202893,19.55643556972218, -99.17573213214068,19.561285904463286, -99.17524704188726,19.561768390517383, -99.16895883489842,19.56225087512777, -99.16072128374304,19.54917249210435, -99.15103744498023,19.5448127954862, -99.16313775185733,19.518177995423937, -99.15732565196906,19.503156944698638, -99.1733156640264,19.5084915249645, -99.17767249315438,19.506061349106744, -99.20480161473479,19.515265341548368, -99.21061371462304,19.51042209160375, -99.21351527299075,19.498313332147262, -99.22078264363927,19.507517765503458, -99.2164258145113,19.513334832736017,"
Distrito #17,,#distrito,1,relativeToGround,"-99.02557873240009,19.5922805829306, -99.02170699352554,19.59761221738711, -98.99603314270541,19.58840445845056, -98.99700332321225,19.58646636121596, -98.9863493039426,19.572425038878173, -98.99216140383085,19.557891531947195, -99.00524087436763,19.55498805936543, -99.01346944237017,19.557891531947195, -99.0139545326236,19.527863885427944, -99.0139545326236,19.526890242664415, -99.0139545326236,19.522529944401473, -99.0139545326236,19.520108446397327, -99.01443962287702,19.48669484539463, -99.0294594544275,19.483781624675885, -99.04253892496428,19.489599545263165, -99.04447030282515,19.49056494417628, -99.04641066383883,19.491047641473912, -99.0391432931903,19.5084915249645, -99.0362417348226,19.51430009002373, -99.03575664456918,19.515265341548368, -99.03575664456918,19.51623905435228, -99.03527155431574,19.51623905435228, -99.03478646406232,19.517686912111703, -99.03478646406232,19.518177995423937, -99.0323610127952,19.52350361344063, -99.03090574203493,19.526890242664415, -99.03042963493435,19.527863885427944, -99.0294594544275,19.52931163903494, -99.01832034490441,19.55498805936543, -99.01832034490441,19.55643556972218, -99.01637998389072,19.561285904463286, -99.0294594544275,19.571451664969842, -99.02994454468092,19.571942584719316, -99.02509364214667,19.57872220279036, -99.02848927392064,19.58792205214922, -99.02557873240009,19.5922805829306,"
Distrito #22,,#distrito,1,relativeToGround,"-99.24451613344571,19.446006637295877, -99.24548631395257,19.44745512303327, -99.24548631395257,19.447937948739206, -99.24597140420599,19.448429243596884, -99.24694158471283,19.448912066404294, -99.25323877485451,19.449394887774993, -99.25952698184335,19.459567684656903, -99.2643778843776,19.470222602777373, -99.25323877485451,19.49686530094153, -99.24112948482458,19.502191620900184, -99.2309515726555,19.518660610328865, -99.22078264363927,19.507517765503458, -99.21351527299075,19.498313332147262, -99.2212677338927,19.475067055695682, -99.21206000223047,19.467317555434043, -99.2164258145113,19.452783067500654, -99.23579349203692,19.44310115616962, -99.24451613344571,19.446006637295877,"
Distrito #25,,#distrito,1,relativeToGround,"-98.95728880450133,19.440678470334518, -98.94614969497825,19.440678470334518, -98.94566460472483,19.439704303250178, -98.93985250483658,19.430021611781925, -98.92434758303267,19.427598730793026, -98.92580285379294,19.41694101407986, -98.93015968292093,19.405799649002887, -98.93791214382289,19.3980553152057, -98.9383972340763,19.397563868018494, -98.93307022444147,19.39078513471414, -98.918050392891,19.4062825985255, -98.91320847350958,19.401927528186867, -98.88075234229436,19.392725575964192, -98.88704953243602,19.375286195360765, -98.90885164438161,19.376735311240626, -98.94808107283912,19.3903021391919, -98.94905125334596,19.38691265661772, -98.95873509210877,19.382548593896836, -98.96600246275729,19.373345546304385, -98.96648755301072,19.37383706659177, -98.97278474315239,19.38497214608138, -98.97326983340582,19.385455157415926, -98.97375492365924,19.38691265661772, -98.97424001391268,19.387395662195907, -98.97569528467294,19.3903021391919, -98.98440894292891,19.404833745655605, -98.98489403318233,19.405799649002887, -98.98683439419602,19.409188738179843, -98.98828966495631,19.411611893637648, -98.98876577205688,19.41403501298365, -98.97618037492637,19.42904738076342, -98.95728880450133,19.440678470334518,"
Distrito #6,,#distrito,1,relativeToGround,"-99.11082885286304,19.69835530362536, -99.10792729449534,19.704173930810924, -99.10598693348165,19.70804726007465, -99.10647202373507,19.710956423868513, -99.08758045331004,19.70901134928726, -99.07498607302666,19.68334260690125, -99.09630309471883,19.6896438820246, -99.1069571139885,19.687707006400956, -99.1098586723562,19.688671218155285, -99.11809622351157,19.66735570960013, -99.07256960491239,19.657187551716692, -99.07401589251982,19.636840841626523, -99.07934290215465,19.626670750149586, -99.08855063381688,19.610204328837607, -99.08806554356345,19.60293521271629, -99.0890357240703,19.590342532356082, -99.10260028486051,19.58889532653672, -99.11567077224444,19.5922805829306, -99.11567077224444,19.585501535555093, -99.13263096480863,19.5845367041135, -99.13166078430177,19.598094594648714, -99.12778006227437,19.62134854051046, -99.12875024278122,19.636840841626523, -99.12439341365324,19.64120650694796, -99.12390832339983,19.64168875339447, -99.13747288419002,19.647983205720937, -99.14521636193913,19.632483518548497, -99.15345391309452,19.638296076589544, -99.15296882284109,19.640233549181342, -99.14958217421996,19.66057982913586, -99.15926601298277,19.663972034799638, -99.15539427410822,19.676076802097967, -99.14279989382486,19.679950811211352, -99.13844306469687,19.69497228358225, -99.13020551354151,19.70611060716604, -99.11082885286304,19.69835530362536,"
Distrito #11,,#distrito,1,relativeToGround,"-99.07934290215465,19.626670750149586, -99.06287678299674,19.615535369301142, -99.05949013437561,19.612142140183124, -99.04544048333199,19.603908396318012, -99.03672682507603,19.605363929500083, -99.02848927392064,19.58792205214922, -99.02509364214667,19.57872220279036, -99.02994454468092,19.571942584719316, -99.0294594544275,19.571451664969842, -99.01637998389072,19.561285904463286, -99.01832034490441,19.55643556972218, -99.01832034490441,19.55498805936543, -99.0294594544275,19.52931163903494, -99.04447030282515,19.535127921861484, -99.04495539307855,19.535610486135177, -99.04301503206486,19.53754919473452, -99.04156874445742,19.539970431298826, -99.04447030282515,19.548689968372376, -99.04447030282515,19.54917249210435, -99.05173767347365,19.552567048101082, -99.06093642198306,19.53754919473452, -99.06965906339185,19.53318918419251, -99.07304571201298,19.532224039732643, -99.07644134378695,19.530285267204416, -99.07692643404037,19.52980268701915, -99.08079817291494,19.527863885427944, -99.07159942440553,19.546751393573, -99.06627241477072,19.551111037817147, -99.06093642198306,19.55498805936543, -99.05512432209478,19.561285904463286, -99.04931222220654,19.579687069063365, -99.05657959285507,19.579687069063365, -99.0735308022664,19.59761221738711, -99.08806554356345,19.60293521271629, -99.08855063381688,19.610204328837607, -99.07934290215465,19.626670750149586,"
